0.0,0.95635295,0.0,0.06706318,0.87331665,-0.026400441,-0.062075548,0.86484903,-0.023360223,-0.0014174808,1.0797638,-0.029824063,0.210035,0.5147502,0.040453747,-0.20559388,0.51442266,0.007975247,-0.010371054,1.2222683,0.020167636,0.21983904,0.10191208,-0.07297619,-0.35146374,0.17209394,-0.18838362,-0.020395445,1.2734267,0.026449535,0.27536482,0.023696743,0.040899336,-0.41965622,0.08563727,-0.07375325,-0.02484869,1.4880923,0.035462987,0.055107117,1.3803487,0.025688453,-0.09368023,1.3858517,0.029879652,-0.016995456,1.5814152,0.09312423,0.16706768,1.433985,-0.031969868,-0.19368194,1.4585913,-0.013038738,0.34370407,1.3183784,-0.060327616,-0.33719796,1.2788503,-0.17196411,0.3475107,1.5107645,0.06472636,-0.5256246,1.1601305,-0.21833192,0.3528786,1.5762919,0.10778205,-0.8148041,0.89114314,-0.26571676
0.021130845,0.95137775,0.0005500994,0.08751084,0.87718403,-0.020328252,-0.038806733,0.86519295,-0.021276336,0.02019513,1.0785056,-0.028711015,0.22960265,0.51697963,0.036207415,-0.19494298,0.51415455,0.012108375,-0.0024908036,1.2157432,0.024204174,0.2633239,0.11252527,-0.08768017,-0.34232336,0.17466255,-0.21866375,-0.0083740875,1.2635484,0.038533404,0.30760604,0.028552342,0.04720112,-0.44270772,0.09133597,-0.10582159,-0.01738289,1.4776635,0.03447732,0.056040537,1.3675405,0.03535407,-0.08845167,1.3821862,0.03621043,-0.023224216,1.5606647,0.097207904,0.15788457,1.424048,-0.030087844,-0.17281333,1.4488754,-0.021558922,0.36707503,1.310394,-0.07099864,-0.3033033,1.2874432,-0.19750725,0.34723747,1.52126,0.087907866,-0.5001053,1.1494366,-0.24186656,0.33324683,1.6125882,0.13877657,-0.86188024,0.8334242,-0.3003274
0.041674115,0.9721249,0.0016808044,0.11050853,0.89225817,-0.02150452,-0.017231982,0.87955505,-0.026087033,0.046276905,1.0913095,-0.027939871,0.22938567,0.5322507,0.031813584,-0.17384166,0.5323248,0.009021701,0.018728316,1.2326851,0.028956959,0.2648804,0.12457635,-0.07783409,-0.30599084,0.18533015,-0.21894093,0.011807393,1.2757441,0.04200758,0.30270275,0.04488472,0.048931524,-0.39335135,0.09452846,-0.11541559,0.00040109828,1.4959658,0.043719925,0.082181156,1.3875924,0.04352522,-0.0686244,1.3920089,0.029612018,-0.009387534,1.5764354,0.10231181,0.18347138,1.4376951,-0.011138659,-0.14514175,1.4755492,-0.02640126,0.39858866,1.3554409,-0.04051169,-0.27085236,1.3303175,-0.19980256,0.35026345,1.5636716,0.085415564,-0.4666954,1.1900455,-0.21644358,0.34409204,1.6504176,0.118891135,-0.86578363,0.9004735,-0.22153835
0.058950737,0.98840606,0.000435338,0.1279757,0.9086149,-0.020187689,0.00011443347,0.8945713,-0.027711593,0.062741674,1.1090456,-0.029309224,0.24285693,0.5371741,0.024068948,-0.1562196,0.55011487,0.009668083,0.031003593,1.2492307,0.023407746,0.28327405,0.12307008,-0.08020966,-0.28346264,0.19721296,-0.21905485,0.021563541,1.2884204,0.03768427,0.32941413,0.05047366,0.048137583,-0.37907195,0.11231609,-0.11702617,0.014772765,1.5095206,0.038293652,0.09431256,1.3999853,0.044595037,-0.054594435,1.4066895,0.02282571,0.003972668,1.5843592,0.10947357,0.19689257,1.4557614,-0.007976583,-0.12441625,1.496261,-0.03908365,0.42780596,1.3729641,-0.026039962,-0.24023835,1.3453003,-0.22926314,0.34384602,1.5844332,0.09148283,-0.4438045,1.2140634,-0.20199813,0.322079,1.6767634,0.12601875,-0.8499214,0.9073818,-0.14369194
0.07474629,0.9983063,-0.004733943,0.1443764,0.91907597,-0.021993661,0.01670459,0.9066322,-0.031123335,0.07861196,1.120934,-0.03614903,0.24982122,0.545552,0.020918895,-0.13641396,0.56513846,0.023636634,0.041469365,1.2604649,0.011279032,0.29937518,0.1280876,-0.06567389,-0.24661317,0.20488322,-0.19389714,0.031337246,1.3010691,0.024822136,0.34714016,0.060089722,0.06415392,-0.33961764,0.12299737,-0.09160205,0.025129773,1.5242387,0.030783705,0.10373324,1.4152888,0.036363233,-0.045229897,1.4240863,0.010425486,0.011561692,1.5974894,0.105404384,0.20832673,1.4699584,-0.0068061776,-0.11527892,1.5088956,-0.049248114,0.4433444,1.3984878,-0.0034508635,-0.2235184,1.3473966,-0.23622493,0.33356407,1.598938,0.102872156,-0.4167857,1.2262431,-0.1761432,0.30294934,1.6813054,0.1436879,-0.8152248,0.9267958,-0.06286884
0.08722262,1.0092496,-0.010501852,0.15591827,0.92983353,-0.023086872,0.031390682,0.91660184,-0.033812433,0.09127675,1.1313511,-0.046630092,0.25547653,0.55028105,0.017632011,-0.1182075,0.575982,0.041135535,0.05027429,1.274816,-0.005332859,0.30644968,0.12831137,-0.05988366,-0.21479546,0.20943755,-0.1665778,0.03785538,1.3171198,0.008155132,0.34784395,0.061211675,0.07034935,-0.30682403,0.12794511,-0.067694955,0.03243736,1.5369757,0.024547754,0.11121531,1.4281517,0.02606569,-0.038535535,1.4396138,-0.0023116106,0.016635597,1.6134695,0.098753415,0.21914074,1.4852209,-0.0053607402,-0.10921855,1.520991,-0.057740398,0.4544617,1.4202292,0.026499098,-0.21483307,1.3568513,-0.24197112,0.32522535,1.615516,0.12124597,-0.39688867,1.2417433,-0.14758685,0.287766,1.6978563,0.16336215,-0.77533257,0.9534292,0.023708405
0.09948941,1.0199258,-0.016536156,0.1670509,0.9384021,-0.0257366,0.04404545,0.9245963,-0.034260765,0.10327883,1.1396195,-0.05937381,0.26704916,0.55613184,0.01839347,-0.1009501,0.5877676,0.061711974,0.06301279,1.2865961,-0.025354214,0.3135086,0.13549133,-0.06114006,-0.18664405,0.21312064,-0.14008875,0.050302412,1.3277953,-0.014092517,0.3502958,0.06640072,0.06656582,-0.27296448,0.13138461,-0.039042346,0.04061483,1.5513744,0.012849415,0.12137735,1.4409437,0.010073338,-0.027481653,1.4535269,-0.01905739,0.026227303,1.6234723,0.09018917,0.23259029,1.4950082,-0.003674713,-0.10276068,1.5311718,-0.067901894,0.4628523,1.4364707,0.059267983,-0.20686096,1.3575475,-0.24069174,0.32670146,1.6295195,0.1351762,-0.37677327,1.2452264,-0.11829775,0.2823593,1.7145455,0.18160388,-0.7267432,0.9625828,0.10567763
0.11032926,1.0239717,-0.023014361,0.17743929,0.9411651,-0.027751379,0.05585064,0.92846096,-0.036537576,0.11277308,1.1422131,-0.071331166,0.27524552,0.560752,0.024601726,-0.084650464,0.59772485,0.076774746,0.07303015,1.2912154,-0.046471573,0.31906295,0.13559158,-0.058708027,-0.15738928,0.21251905,-0.11900122,0.05955765,1.3341231,-0.036777884,0.35263056,0.06559142,0.06721621,-0.23739475,0.12565812,-0.015673155,0.049329314,1.5575154,0.00086824596,0.13168226,1.4443009,-0.0054530352,-0.018348657,1.4592597,-0.038709946,0.034471713,1.6271257,0.07994344,0.24643853,1.4960587,-0.0064755473,-0.09999976,1.5350673,-0.08296722,0.47159714,1.4398175,0.093257286,-0.20144975,1.3485895,-0.2430245,0.3292999,1.638052,0.14220673,-0.35663497,1.243773,-0.09148749,0.28236768,1.7261425,0.18121585,-0.67102486,0.9712033,0.18983693
0.120491855,1.026983,-0.028603164,0.18624707,0.94472,-0.03107293,0.06550552,0.9318036,-0.038496997,0.12323339,1.1456512,-0.079607375,0.28207552,0.5619903,0.027145261,-0.069580175,0.59824276,0.08445343,0.085767254,1.2954596,-0.062948294,0.32441387,0.13854213,-0.05531445,-0.12117762,0.20458008,-0.099849306,0.07246818,1.3366714,-0.054933637,0.3534631,0.06800774,0.06772057,-0.19404599,0.1123469,0.0039499905,0.06312397,1.5589582,-0.011183908,0.14420094,1.4461057,-0.01736131,-0.0072303787,1.4628512,-0.054615308,0.04623273,1.6238875,0.069499895,0.26110908,1.4959087,-0.0022871029,-0.09455613,1.5323998,-0.09549302,0.48021254,1.4358718,0.1259284,-0.19796637,1.3347037,-0.2396664,0.3365094,1.6443806,0.14775252,-0.33104485,1.234928,-0.06693432,0.28643832,1.7376531,0.1785488,-0.6016014,0.97492397,0.26399496
0.13024336,1.0281556,-0.033125516,0.19568498,0.9444982,-0.032106865,0.07553266,0.93257993,-0.04259013,0.13396588,1.144158,-0.086942315,0.28775775,0.560933,0.031883653,-0.056200936,0.5959386,0.08948322,0.10010068,1.2952657,-0.07761492,0.33364594,0.13685791,-0.050796047,-0.084092066,0.19348924,-0.08101645,0.08805424,1.3378567,-0.07215901,0.3594836,0.064917006,0.0678605,-0.14881948,0.098995745,0.025307287,0.08005829,1.5578899,-0.020407174,0.16071936,1.4432967,-0.0270961,0.01017236,1.4613831,-0.070063025,0.060289547,1.6191245,0.060386878,0.27805865,1.4915099,-0.001257129,-0.08410029,1.5276513,-0.10812248,0.4803661,1.4302943,0.155205,-0.18821564,1.3202833,-0.23370734,0.3358004,1.6529138,0.16218661,-0.3022566,1.2303518,-0.039699074,0.28910163,1.7485502,0.18631399,-0.5289582,0.9801561,0.32706612
